"# 文本key","文本value"
"skip_tutorial_tips","Пропустить обучение и исследовать самостоятельно?"
"ttdesc_title_1","Базовый бой"
"ttdesc_title_2","Всеобъемлющий прием"
"ttdesc_title_3","Комбо Приёмы"
"ttdesc_title_4","Изменяемый прием"
"ttdesc_title_5","Неожиданные атаки с"
"ttdesc_title_6","Защитные атаки с"
"ttdesc_title_7","Активировать внутреннее кунг-фу"
"ttdesc_title_8","Здоровье"
"ttdesc_title_9","Счетчики приемов"
"ttdesc_title_10","Ослабление"
"ttdesc_title_11","Недуг"
"ttdesc_title_12","Обмен"
"ttdesc_title_13","Прирученное животное"
"ttdesc_title_14","Проницательность кунг-фу"
"ttdesc_title_15","Кровь"
"ttdesc_title_16","Создать секту/Вступить в нее"
"ttdesc_title_17","Прогрессирование внутри Секты"
"ttdesc_title_18","Развивайте свою секту"
"ttdesc_title_19","Руководить своей сектой"
"ttdesc_title_20","Расширение колод ходов"
"ttdesc_title_21","Добавление начальных ходов"
"ttdesc_title_22","Бизнес-объекты"
"ttdesc_title_23","Производственные объекты"
"ttdesc_title_24","Защитные сооружения"
"ttdesc_title_25","Увеличение дохода от бизнеса"
"ttdesc_title_26","Масса земли"
"ttdesc_title_27","Строительство"
"ttdesc_title_28","Скрытность"
"ttdesc_title_29","Аукционный дом"
"ttdesc_title_30","Приветствие/Объединение/Заказ"
"ttdesc_title_31","Дебаты"
"ttdesc_title_32","Размещение Снова"
"ttdesc_title_33","Узнать"
"ttdesc_title_34","Сила:"
"ttdesc_title_35","Внутреннее улучшение питания"
"ttdesc_title_36","Низкое состояние ума порождает скрытое безумие"
"ttdesc_title_37","Узкое место мощности"
"ttdesc_title_38","Битва зверей"
"ttdesc_title_39","Улучшение боя зверей"
"ttdesc_title_40","Дрессировка боевого зверя"
"ttdesc_content_1","Мне не нужен этот урок"
"ttdesc_content_2","「После перетаскивания одного типа Движения и присоединения <TDName>「Неудачный ход」</> {0}"
"ttdesc_content_3","「Одни и те же Движения можно перетаскивать все одновременно」\\n「Проводите столько Движений"
"ttdesc_content_4","「После перетаскивания одного типа Move и подключения <TDName>「Изменяемый ход」</> {0}"
"ttdesc_content_5","「После перетаскивания <TDName>「3 различных типа</> Moves за один ход"
"ttdesc_content_6","「После подключения <TDName>「Защитный ход」</> {0}"
"ttdesc_content_7","[Вытяните Ци из <TDName>Внутреннего Эликсирного Поля</>, соедините необходимые акупоинты в правильном порядке, затем подключитесь обратно к <TDName>Внутреннему Эликсирному Полю</>, чтобы активировать Внутреннее Кунгфу]\\n[Каждый<TDName>1 </>пункт, соединенный 「Кликом」 стоит<TDName>1 </>Ци]\\n[「Двойной Клик」 по меридиану, чтобы отключить]"
"ttdesc_content_8","「<TDName>「Слоты」</> в Меридианах представляют максимальное здоровье персонажа」\\n「Недуги повреждают меридианы и уменьшают здоровье. Когда Здоровье падает до 0"
"ttdesc_content_9","[При наборе Движений отображается <TDName>[Подавление Приёмов]</>, когда они срабатывают]\\n[Если вы отменяете более половины Движений противника, начинается <TDName>[Время Контратаки]</>]\\n[После начала контратаки последующие Движения противника отменяются]\\n[Наведите курсор на желтый восклицательный знак, чтобы увидеть какие Движения каким противостоят]"
"ttdesc_content_10_161000","[Когда <TDName>「Ядовитый газ」</> вступает в действие"
"ttdesc_content_10_162000","[<TDName>「Холод」</> замедляет восстановление Энергии и уменьшает количество Ходов за ход. 15 стеков Холода могут вызвать <TDName>「Заморозку」</>. Лечение: Клиника"
"ttdesc_content_10_163000","[<TDName>「Жар」</> стеки более 15 наносят Ожог. Наносит Огненный недуг в Меридианы"
"ttdesc_content_10_161107","[<TDName>「Дизентерия」</> Ох"
"ttdesc_content_10_164000","[<TDName>「Пьяный」</> уменьшает MSPD. Каждый стек наносит Изъян. Цель <TDName>「Падает в обморок пьяным」</> с 15 стеками пьянства. Лечение: Клиника"
"ttdesc_content_10_162101","[<TDName>「Взлом」</> Следы взлома замков вызывают <TDName>「Презирать」</>. Не попадайтесь на глаза"
