"# 文本key","文本value"
"content_title_desc_21002","<TDNormal>용정 용두에서 도를 깨달은 돌을 찾아 「경공대성」을 익히다</>"
"content_title_desc_21003","<TDNormal>학예를 통해 내공을 배우다</>"
"content_title_desc_21004","<TDNormal>장비 하나를 짜다</>"
"content_title_desc_21005","<TDNormal>{0}을 길들이다</>"
"content_title_desc_21006","<TDNormal>{0}에 가입하다</>"
"content_title_desc_21007","<TDNormal>{0} 지역에서 도를 깨달은 돌을 찾다</>"
"content_title_desc_30000","<TDNormal>행사 시작 전에 무림대회 현장으로 가서 깃발을 선택하여 대회에 참여하십시오.</>"
"content_name_1","필요한 물품"
"content_name_1_1","필요"
"content_name_2","보호"
"content_name_3","교훈"
"content_name_4","건설"
"content_name_5","자원 수집"
"content_name_6","물품 운송"
"content_name_7","문규 시행"
"content_name_8","건물 수비"
"content_name_9","세금 징수"
"content_name_10","영토 개척"
"content_name_11","도와주세요 건설"
"content_name_12","자리 차지"
"content_name_13","자리 차지"
"content_name_14","자리 차지"
"content_name_15","자리 차지"
"content_name_16","자리 차지"
"content_name_17","자리 차지"
"content_name_100","문파 「상공」 가입"
"content_name_101","성별 요구사항"
"content_name_102","물품 납부"
"content_name_103","속성 요구사항"
"content_name_104","절학 습득 개수"
"content_name_105","내공 활성화 개수"
"content_name_106","최고급 장비 납부"
"content_name_107","능력 요구사항"
"content_name_1000","문파 회의"
"content_name_1001","성벽 건설"
"content_name_1002","창고 건설"
"content_name_1003","수련장 건설"
"content_name_1004","사법당 건설"
"content_name_1005","대장간 건설"
"content_name_1006","악루 건설"
"content_name_1007","주점 건설"
"content_name_1008","온천 건설"
"content_name_1009","마구간 건설"
"content_name_1010","의원 건설"
"content_name_1011","랑야각 건설"
"content_name_1012","포목점 건설"
"content_name_1013","농가 건설"
"content_name_1014","감옥 감시"
"content_name_1015","대장간 운영"
"content_name_1016","악루 운영"
"content_name_1017","주점 운영"
"content_name_1018","온천 운영"
"content_name_1019","마구간 운영"
"content_name_1020","의원 운영"
"content_name_1021","랑야각 운영"
"content_name_1022","포목점 운영"
"content_name_1023","철광석 운송"
"content_name_1024","저마 운송"
"content_name_1025","철광석 수집"
"content_name_1026","석재 수집"
"content_name_1027","구리 광석 수집"
"content_name_1028","농가 수비"
"content_name_1030","감초 수집"
"content_name_1031","삼칠 수집"
"content_name_1032","난령초 수집"
"content_name_1033","감초 운송"
"content_name_1034","삼칠 운송"
"content_name_1035","난령초 운송"
"content_name_1036","온옥 수집"
"content_name_1037","사법당 수비"
"content_name_1038","창고 수비"
"content_name_1039","수련장 수비"
"content_name_1040","성황묘 건설"
"content_name_1041","타인 건물 청사진 철거는 관계 변화를 초래합니다. 강제 철거하시겠습니까?"
"content_name_1042","청사진을 철거하시겠습니까?"
"content_name_1043","동실조고 흑작잔, 흑작 룡아담에 떨어지다. \\n군아탈식 대황성, 반석 흑아령을 묻다. \\n(룡아담? 흑아령? 두 지명인 듯…)"
"content_name_21000","속전 납부"
"content_name_21001","비급 절취"
"content_name_21002","룡정오도석 탐색"
"content_name_21003","학예를 통해 내공 습득"
"content_name_21004","장비 한 벌 제작"
"content_name_21005","동물 조련"
"content_name_21006","문파 가입"
"content_name_21007","오도석 탐색"
"content_1_desc","<Yellow>{0}{1}</> 필요\\n<Yellow>{2}</> <TDName>{3}/{4}</>\\n가치 {5}전"
"content_2_desc","보호"
"content_3_desc","<Yellow>{0}{1}</> 경고\\n가치 {2}전"
"content_4_desc","<Yellow>{0}</> 건설에 필요한 재료 제공, 완료 시 명성 획득"
"content_5_desc","<Yellow>{0}</>을 <Yellow>{1}</> 용기에 담아 완료 시 명성 획득"
"content_6_desc","물품 운송"
"content_7_desc_0","문규에 따라 <Yellow>{0}</>에게 <Yellow>무공 폐기</> 처벌, 절학 <Yellow>{1}</> 폐기, 완료 시 명성 획득"
"content_7_desc_1","문규에 따라 <Yellow>{0}</>에게 <Yellow>벌금 납부</> 처벌, <Yellow>{1}</>전 벌금, 완료 시 명성 획득"
"content_7_desc_2","문규에 따라 <Yellow>{0}</>에게 <Yellow>사형</> 처벌, <Yellow>{1}</> 처치, 완료 시 명성 획득"
"content_7_desc_3","문규에 따라 <Yellow>{0}</>에게 <Yellow>투옥</> 처벌, 감옥 <Yellow>{1}</>일 수감, 완료 시 명성 획득"
"content_8_desc","<Yellow>{0}</> 수비, 건물 내 수비 시 명성 획득"
"content_9_desc","세금 징수"
"content_10_desc","<Yellow>「{0}」</>에 <Yellow>문파깃발</> 건설, <Yellow>「{1}」</> 점령, 완료 시 명성 획득"
"content_desc_1","소협께서 금창약을 구해주시면 동일한 가치의 보상으로 교환하겠습니다."
"content_desc_2","적당한 무기를 찾고 있습니다. 동일한 가치의 보상으로 교환하겠습니다."
"content_desc_4","소협께서 감초를 구해주시면 동일한 가치의 보상으로 교환하겠습니다."
"content_desc_5","소협께서 삼칠을 구해주시면 동일한 가치의 보상으로 교환하겠습니다."
"content_desc_6","소협께서 난령초를 구해주시면 동일한 가치의 보상으로 교환하겠습니다."
"content_desc_7","무기 제작에 필요한 철광석이 부족합니다. 소협께서 구해주시면 동일한 가치의 보상으로 교환하겠습니다."
"content_desc_8","무기 제작에 필요한 정철이 부족합니다. 소협께서 구해주시면 동일한 가치의 보상으로 교환하겠습니다."
"content_desc_9","무기 제작에 필요한 적동이 부족합니다. 소협께서 구해주시면 동일한 가치의 보상으로 교환하겠습니다."
"content_desc_10","저에게 삼이 필요합니다. 소협께서 구해주시면 동일한 가치의 물품으로 교환하겠습니다."
"content_desc_11","콜록콜록, 감기에 걸려 힘이 없습니다. 민가 건설을 도와주시면 동일한 가치의 물품을 드리겠습니다."
"content_desc_12","소협께서 세수단을 구해주시면 동일한 가치의 보상으로 교환하겠습니다."
"content_desc_13","소협께서 난옥을 구해주시면 동일한 가치의 보상으로 교환하겠습니다."
"content_desc_14","소협께서 취선도화를 구해주시면 동일한 가치의 보상으로 교환하겠습니다."
"content_desc_15","소협께서 술항아리를 구해주시면 동일한 가치의 보상으로 교환하겠습니다."
"content_desc_16","소협께서 돌덩이를 구해주시면 동일한 가치의 보상으로 교환하겠습니다."
"content_desc_17","소협께서 마증을 가지고 있습니까? 양도해주시면 동일한 가치의 보상으로 교환하겠습니다."
"content_desc_1000","？？？"
"content_sum_desc_none","하지만 드릴 것이 없습니다!"
"content_sum_desc_low","제가 드릴 수 있는 것은 이것뿐입니다."
"content_sum_desc_middle","교환으로, 마음에 드는 것이 있으면 가져가세요."
"content_sum_desc_high","마음에 드는 것이 있으면 가져가세요. 부디 제 부탁을 들어주세요!"
"content_sum_desc_unsatisfied","이런 손해 보는 장사는 하지 않겠습니다!"
"content_sum_desc_unsatisfied_accepted","이런 손해 보는 일은 하지 않겠습니다. 다른 분께 부탁하세요!"
"content_sum_desc_satisfied_accepted","이 일은 손해 보는 일이 아닙니다. 부탁을 받아들이겠습니다!"
"head_p_tips_1","무예 훈련"
"head_p_tips_2","묘수 훈련"
"head_p_tips_3","변초 훈련"
"head_p_tips_4","괘초 훈련"
"head_p_tips_5","수초 훈련"
"head_p_tips_6","경공 훈련"
"head_p_tips_7","단련 훈련"
"head_p_tips_8","기술 훈련"
"head_p_tips_9","등반 훈련"
"head_p_tips_10","절학 깨우침"
"head_p_tips_11","내공 깨우침"
"head_p_tips_12","동피철골"
"head_p_tips_13","의술 훈련"
"head_p_tips_14","직조 훈련"
"head_p_tips_15","제작 훈련"
"head_p_tips_16","건축 훈련"
"head_p_tips_17","요리 훈련"
"head_p_tips_18","주도 훈련"
"head_p_tips_19","답설무흔"
"head_p_tips_20","청정점수"
"head_p_tips_21","변장 훈련"
"head_p_tips_22","조련 훈련"
"head_p_tips_23","장법 활용"
"head_p_tips_24","권법 활용"
"head_p_tips_25","퇴법 활용"
"head_p_tips_26","병기 활용"
"head_p_tips_27","암기 활용"
"head_p_tips_28","음률 훈련"
"head_p_tips_29","구걸 훈련"
"head_p_tips_30","잠행 훈련"
"head_p_tips_31","기본 웅변 훈련"
"head_p_tips_32","재고 훈련"
"head_p_tips_33","강화 심경 훈련"
"head_p_tips_34","심사숙고 훈련"
"head_p_tips_35","사고 확장 훈련"
"head_p_tips_99","능력 훈련"
"head_p_tips_100","절학 훈련"
"head_p_tips_300","약물 사용"
"head_p_tips_301","암벽 등반"
"head_p_tips_302","강우 기원"
"head_p_tips_303","강설 기원"
"head_p_tips_304","쾌청 기원"
"head_p_tips_305","비급 통달"
"head_p_tips_307","문 열기"
"head_p_tips_309","실신"
"head_p_tips_311","만취"
"head_p_tips_400","천독수 훈련"
"head_p_tips_401","열염도 훈련"
"head_p_tips_402","한빙장 훈련"
"head_p_tips_403","대주당가 훈련"
"head_p_tips_404","만수분등 훈련"
"head_p_tips_405","통음광가 훈련"
"head_p_tips_406","섭혼곡 훈련"
"head_p_tips_407","천주만독수 훈련"
"head_p_tips_408","왕팔권 훈련"
"head_p_tips_409","반야봉혈수 훈련"
"mg_target_desc_skill","<TDName>목표: </> <MgRed> 「{0}/{1}」 </>회 「{2}」 해방"
"mg_target_desc_skill_1","<TDName>목표: </> <MgRed> 「{0}/{1}」 </>회 한 라운드에 동시에 <MgRed> 1 </>권 <MgRed> 1 </>퇴 사용 완료"
"mg_target_desc_skill_2","<TDName>목표: </> <MgRed> 「{0}/{1}」 </>회 한 라운드에 동시에 <MgRed> 6 </>개 이상의 기술 사용 완료"
"mg_target_desc_skill_3","<TDName>목표: </> <MgRed> 「{0}/{1}」 </>회 한 라운드에 동시에 <MgRed> 7 </>개 이상의 권법 사용 완료"
"mg_target_desc_skill_4","<TDName>목표: </> <MgRed> 마음의 악마 </> 물리침"
"mg_tips_desc_1","기술 완료 · 괘초를 활용하여 퇴법과 암기 기술 연결"
"mg_tips_desc_2","기술 완료 · 수초와 연초를 종합적으로 활용"
"mg_tips_desc_3","기술 완료 · 괘초, 변초, 묘수 등의 기술을 종합적으로 활용"
"mg_tips_desc_4","기술 완료 · 한 번에 3개의 권법 기술 사용"
"mg_tips_desc_5","기술 완료 · 괘초, 변초, 묘수 등의 기술을 종합적으로 활용"
"mg_tips_desc_100","기술 완료 · 한 번에 5개의 퇴법 기술 사용 시 절학 「요음퇴」 활성화"
"mg_tips_desc_101","기술 완료 · 괘초 기술로 1개의 권법과 1개의 퇴법 기술 연결"
"mg_tips_desc_102","기술 완료 · 2개의 장법 기술 드래그 후 변화 기술로 1개의 장법을 퇴법으로 변경"
"mg_tips_desc_103","기술 완료 · 괘초, 변초, 묘수 등의 기술을 종합적으로 활용"
"mg_tips_desc_104","기술 완료 · 수초와 연초를 종합적으로 활용"
"ce_tips_name_1","천명: 타고난 한체"
"ce_tips_name_2","천명: 타고난 화체"
"ce_tips_name_3","천명: 타고난 독체"
"ce_tips_name_100","내공: 빙결"
"ce_tips_name_101","내공: 작심결"
"ce_tips_name_102","내공: 취의공"
"ce_tips_name_103","내공: 피독결"
"ce_tips_name_104","내공: 탈백공"
"ce_tips_name_105","내공: 혈살 토납공"
"ce_tips_name_106","내공: 도천환일공"
"ce_tips_name_1000","능력: 연초"
"ce_tips_name_1001","능력: 변초"
"ce_tips_name_1002","능력: 묘수"
"ce_tips_name_1003","능력: 괘초"
"ce_tips_name_1004","능력: 수초"
"ce_tips_name_3000","요결: 자비"
"ce_tips_name_10001","폭격"
"ce_tips_name_11000","절학: 한상검법"
"ce_tips_name_11001","절학: 불취무귀"
"ce_tips_name_11002","절학: 취생몽사"
"ce_tips_name_11003","절학: 서심식골부"
"ce_tips_name_11004","절학: 파열도법"
"ce_tips_name_11005","절학: 식곤술"
"ce_tips_name_11006","절학: 천잔각"
"ce_tips_name_11007","절학: 형의·후"
"ce_tips_name_11008","절학: 형의·마"
"ce_tips_name_11009","절학: 왕팔권"
"ce_tips_name_11010","절학: 용마정신"
"ce_tips_name_11011","절학: 형의·초"
"ce_tips_name_12000","속성 발동"
"ce_tips_desc_1","기술에 냉기 상태 부여!"
"ce_tips_desc_2","기술에 작열 상태 부여!"
"ce_tips_desc_3","기술에 독기 상태 부여!"
"ce_tips_desc_4","냉기에 대한 저항!"
"ce_tips_desc_5","작열에 대한 저항!"
"ce_tips_desc_6","독기에 대한 저항!"
"ce_tips_desc_102","기술에 취기 상태 부여!"
"ce_tips_desc_103","{0} 기혈 회복!"
"ce_tips_desc_104","상대에게 불운 상태 부여!"
"ce_tips_desc_106","상대의 기술 1개 탈취!"
"ce_tips_desc_1000","초식 추출!"
"ce_tips_desc_1001","변초 생성!"
"ce_tips_desc_1003","괘초 생성!"
"ce_tips_desc_1004","수초 생성!"
"ce_tips_desc_2000","자비로운 마음으로, 한 방 남겨두다!"
"ce_tips_desc_10001","기술에 폭격 상태 부여!"
"ce_tips_desc_11000","상대의 「{0}」 기술 요구치 1 증가!"
"ce_tips_desc_11001","추가로 {0} 기술 뽑기!"
"ce_tips_desc_11002","상대에게 추가로 {0} 단계 취기 상태 부여!"
"ce_tips_desc_11003","상대에게 서심식골부 상태 부여!"
"ce_tips_desc_11004","상대 장비 1개 파괴!"
"ce_tips_desc_11005","기혈과 최대 기혈 {0} 증가!"
"ce_tips_desc_11006","천잔각 재활성화!"
"ce_tips_desc_11007","상대의 절학 「{0}」 모방!"
"ce_tips_desc_11008","자신의 절학 「{0}」 기술 요구치 1 감소!"
"ce_tips_desc_11009","왕팔권 지속 피해 1 증가!"
"ce_tips_desc_11010","기술 목록에 퇴법 기술 부족!"
"ce_tips_desc_11011","버리기 목록에 기술 부족!"
"ce_tips_desc_12000","{0} 기술에 「{1}」 상태 부여!"
"ce_tips_desc_12004","상대에게서 {0}전 탈취!"
"ce_tips_desc_12005","목표에게 실명 질병 부여!"
"ce_tips_desc_12006","목표에게 하반신 마비 질병 부여!"
"ce_tips_desc_12007","기술이 저항을 극복!"
"Loading_Panel_Title","<LoadingTitleRed>나</>는 {0}이고, 아버지는 {1}이며, 어머니는 …"
"Loading_Panel_Enter_World","아무 키나 눌러 세계에 진입"
"Loading_Panel_1","게임 세계에 진입 중..."
"LoadingTips_1","마우스 지점 경공 모드: 이 모드에서 경공을 사용하면, 캐릭터가 마우스 위치 방향으로 도약"
"LoadingTips_2","경공 입문 후, Shift 키를 누르면 내력을 소모하여 이동 속도 증가"
"LoadingTips_3","시간 확인: T 키를 누르면 현재 시간 확인"
"LoadingTips_4","P 키를 눌러 UI 표시/숨기기"
"LoadingTips_5","수영: 왼쪽 Ctrl 키를 누르면 하강"
"LoadingTips_6","수영: 스페이스바를 누르면 상승"
"LoadingTips_7","수영: 수중에서 왼쪽 Shift 키를 누르면 돌진"
"LoadingTips_8","빠른 저장: F5"
"LoadingTips_100","화면 확대/축소: LT 키를 누른 상태에서 오른쪽 조이스틱 조작"
"LoadingTips_101","주변 캐릭터 선택: RT 키를 누른 상태에서 방향키 조작"
"TaskEditor_1","의 의뢰"
"TaskEditor_2","나의 의뢰"
"TaskEditor_3","없음"
"Btn_Name_50007_f","주점"
"Btn_Name_50009_f","음악관"
"Btn_Name_13_f","마시다: 술"
"Decoration_Other_16_f","술상"
"Decoration_Other_17_f","술꽂이"
"Item_Name_91009_f","술항아리"
"mail_join_sect_task_desc","「{0}」입문 의뢰 수령"
"mail_join_activity","무림대회 참가"
"mail_get_sect_money","「{0}」월급 수령, 확인"
"mail_get_ability","이미 {0} 세력을 합병했습니다. 본 문파가 상대 문파의 능력을 계승하도록 하겠습니까?"
"mail_sect_violate_taboo","{0} 제자가 문파 규율을 어겼습니다. 규율을 실행하러 가시겠습니까?"
"mail_domestication_animal","{0} 길들이기"
"mail_unlock_tile","새 지역 확장"
"mail_build_being_destroy","당신의 {0}이 파괴되고 있습니다!"
"mail_relation_delete","관계 해제!"
"mail_relation_gan_ji","감사합니다"
"mail_hover_desc_11","물품 운송 완료"
"mail_hover_desc_12","{0} 문파 초대"
"mail_hover_desc_13","「{0}」: 당신이 요청한 자원을 {1}에 전달했습니다!"
"mail_hover_desc_14","「{0}」이 당신의 문파에 가입하고 싶어합니다!"
"mail_hover_desc_15","문파 금기 위반: {0}"
"mail_hover_desc_16","당신의 문파 {0}이 파괴되고 있습니다!"
"mail_hover_desc_17","혜택 시간, 문파 연공방에서 비급 수령 가능!"
"mail_hover_desc_18","<TipKey>「{0}」</>과 「{1}」 관계 맺음"
"mail_hover_desc_19","<TipKey>「{0}」</>이 당신의 「{1}」을 구매하려 합니다!"
"mail_hover_desc_20","태도 변화"
"mail_hover_desc_21","{0}: 더는 안 돼, 어서 구해줘!"
"mail_hover_desc_22","경매 참가"
"mail_hover_desc_23","{0}이 새로운 영토를 개척하여 문파 세력 범위 확장!"
"mail_hover_desc_24","당신 문파의 {0}에 있는 깃발이 파괴되었습니다!"
"mail_hover_desc_25","「{0}」이 멸망했습니다. 이제 세상에 이 문파는 없습니다!"
